"","review","brand","variety","style","country","stars","year","top_ten"
"1875",706,"Unif","Man Han Feast Spring Onion Eel","Bowl","Taiwan",4.25,"0",0
"1876",705,"Golden Wheat","South Korean Style Beef","Cup","China",3.5,"0",0
"1877",704,"Nissin","Chow Mein Chinese Chicken Vegetable","Tray","USA",4,"0",0
"1878",703,"Nissin","Spoon-it Rich Hearty Beef Stew","Pack","USA",3.5,"0",0
"1879",702,"Nissin","Demae Ramen Black Garlic Oil Tonkotsu","Pack","Japan",4.5,"0",0
"1880",701,"Nissin","Big Cup Noodles Lime Chili Shrimp","Cup","USA",4,"0",0
"1881",700,"Nissin","Chikin Ramen (Local)","Pack","Japan",5,"0",0
"1882",699,"Nissin","Cup Noodles Salsa Picante Shrimp","Cup","USA",3.5,"0",0
"1883",698,"Nissin","Chow Mein Orange Chicken","Tray","USA",4,"0",0
"1884",697,"Nissin","Spoon-it Rich Hearty Savory Chicken","Pack","USA",3.25,"0",0
"1885",696,"Nissin","Big Cup Noodles Spicy Chicken","Cup","USA",3.5,"0",0
"1886",695,"JFC","Japanese Style Noodle Curry","Bowl","Japan",4.5,"0",0
"1887",694,"Vina Acecook","Kingcook Chicken","Pack","Vietnam",3.5,"0",0
"1888",693,"Chewy","Stir Rice Vermicelli Indonesian Gado Gado","Tray","China",2.25,"0",0
"1889",692,"Samyang","Assorted Vegetable Ramen","Pack","South Korea",3.75,"0",0
"1890",691,"Mamee","Express Cup Vegetarian","Cup","Malaysia",2,"0",0
"1891",690,"Maruchan","Yakisoba Savory Soy Sauce","Tray","USA",3.75,"0",0
"1892",689,"Mee Jang","Noodle Soup Sour Spicy Shrimp Tom Yum","Bowl","Thailand",2.5,"0",0
"1893",688,"Ohsung","Hong Ramyun Soy Peptide Hot Spicy","Pack","South Korea",3.75,"0",0
"1894",687,"Nissin","Cup Noodles Xo Sauce Seafood","Cup","Hong Kong",3.75,"0",0
"1895",686,"Mi Sedaap","Mi Segera Mi Goreng Perisa Sambal Goreng","Pack","Indonesia",4.5,"0",0
"1896",685,"Indomie","Rasa Sup Buntut Oxtail Soup","Pack","Indonesia",2.75,"0",0
"1897",684,"Dragonfly","Artificial Seafood","Pack","China",3.75,"0",0
"1898",683,"Nongshim","Udon Garlic Teriyaki","Pack","South Korea",4.75,"0",0
"1899",682,"Indomie","Instant Cup Noodles Mi Goreng Satay","Cup","Indonesia",4.25,"0",0
"1900",681,"Nongshim","Hearty Rice Noodle Black Bean Vegetable","Pack","South Korea",3.75,"0",0
"1901",680,"Vina Acecook","Kingcook Shrimp","Pack","Vietnam",2.75,"0",0
"1902",679,"Mamee","Express Cup Fried Onion Chicken","Cup","Malaysia",3.25,"0",0
"1903",678,"Wang","Kitsune Udon","Bowl","South Korea",4,"0",0
"1904",677,"Nongshim","Shin Ramyun Shrimp","Pack","China",4.5,"0",0
"1905",676,"Indomie","Spicy Coconut Shrimp","Pack","Indonesia",4.75,"0",0
"1906",675,"Samyang","Nagasaki Jjampong","Pack","South Korea",4.75,"0",0
"1907",674,"Paldo","Kko Kko Myun","Pack","South Korea",5,"0",0
"1908",673,"Ohsung","Hong Ramyun Soup Soy Peptide Mild","Pack","South Korea",3.25,"0",0
"1909",672,"Mug Shot","Chicken","Pack","UK",3,"0",0
"1910",671,"Mug Shot","Spicy Sweet & Sour","Pack","UK",3,"0",0
"1911",670,"Saigon Ve Wong","Kung Fu Artificial Chicken Rice Noodle","Bowl","Vietnam",3.5,"0",0
"1912",669,"Nissin","Gozen Tempura","Bowl","Japan",4,"0",0
"1913",668,"Saigon Ve Wong","Kung Fu Vegetarian","Bowl","Vietnam",2,"0",0
"1914",667,"Nissin","Ramen Bowl Kimchi","Bowl","USA",3,"0",0
"1915",666,"Lishan","Black Rooster Chicken","Pack","Taiwan",1.5,"0",0
"1916",665,"Mama","Moo Nam Tok Rice Vermicelli","Pack","Thailand",3.25,"0",0
"1917",664,"Thai Kitchen","Bangkok Curry Rice Noodle","Pack","USA",2.75,"0",0
"1918",663,"Paldo","Jjajangmen Black Bean","Pack","South Korea",4,"0",0
"1919",662,"Daikoku","Shokuh Kitsune Udon","Bowl","Japan",4.25,"0",0
"1920",661,"Yamamoto","Ponpoko Tempura Soba","Bowl","Japan",4.25,"0",0
"1921",660,"Lucky Me!","Beef Na Beef","Pack","Philippines",3.75,"0",0
"1922",659,"Nissin","Ramen Bowl Spicy Shrimp","Bowl","USA",3,"0",0
"1923",658,"Paldo","Hwa King Cup","Cup","South Korea",3.5,"0",0
"1924",657,"Dragonfly","Onion","Pack","China",3.75,"0",0
"1925",656,"Nissin","Ramen Bowl Hot & Spicy","Bowl","USA",3.75,"0",0
"1926",655,"Cap Atoom Bulan","Mie Telor Asli","Pack","Indonesia",3,"0",0
"1927",654,"Mee Jang","Sour Spicy Chicken Tom Yum","Bowl","Thailand",3.25,"0",0
"1928",653,"Dragonfly","Artificial Pork Ribs","Pack","China",4,"0",0
"1929",652,"Sapporo Ichiban","Shio","Pack","Japan",5,"0",0
"1930",651,"Mi Sedaap","Mi Segera Mi Sup Perisa Kari Ayam","Pack","Indonesia",4,"0",0
"1931",650,"Dragonfly","Artificial Chicken","Pack","China",4,"0",0
"1932",649,"Pot Noodle","Chicken & Mushroom","Cup","UK",3.75,"0",0
"1933",648,"Nongshim","Seafood Ramyun","Pack","South Korea",3.75,"0",0
"1934",647,"Sunlee","Tom Yum Shrimp Noodle","Bowl","Thailand",3.5,"0",0
"1935",646,"Yamamoto","Shoyu","Bowl","Japan",4.25,"0",0
"1936",645,"Nongshim","Oolongmen Artificial Chicken","Cup","South Korea",3.75,"0",0
"1937",644,"Sura","Knife Cut Rice Noodle","Bowl","South Korea",3.75,"0",0
"1938",643,"Wei Chuan","Miso Vegetables","Pack","Taiwan",3.25,"0",0
"1939",642,"Little Cook","Spicy Beef","Cup","Thailand",2.75,"0",0
"1940",641,"Vina Acecook","Hao Hao Shrimp Onion","Pack","Vietnam",3,"0",0
"1941",640,"Master Kong","Artificial Spicy Beef","Pack","China",4.25,"0",0
"1942",639,"Nissin","Gozen Kitsune Udon","Bowl","Japan",5,"0",0
"1943",638,"GreeNoodle","Yakisoba","Pack","Thailand",3,"0",0
"1944",637,"Snapdragon","Chinese Mushroom Rice Noodle","Cup","Singapore",2.5,"0",0
"1945",636,"Yamamori","Tom Yam Ramen Pork","Pack","Japan",4.75,"0",0
"1946",635,"Ottogi","Buckwheat Bibim Ramyon","Pack","South Korea",1.1,"0",0
"1947",634,"Baijia","Sichuan Hot Pot Sweet Potato Thread","Bowl","China",0.5,"0",0
"1948",633,"Mr. Udon","Seafood Selection","Pack","South Korea",3.5,"0",0
"1949",632,"Mr. Udon","Japanese Miso","Pack","South Korea",2.75,"0",0
"1950",631,"Fashion Foods","XO Sauce","Bowl","Thailand",1.25,"0",0
"1951",630,"Ve Wong","Kung Fu Artificial Mushroom Pork","Bowl","Taiwan",1.25,"0",0
"1952",629,"Master Kong","Artificial Braised Beef","Pack","China",4.25,"0",0
"1953",628,"Lucky Me!","Supreme La Paz Batchoy Beef Garlic","Bowl","Philippines",3.5,"0",0
"1954",627,"Omachi","Spaghetti","Pack","Vietnam",3.75,"0",0
"1955",626,"Ottogi","Yeul Hot Taste","Bowl","South Korea",3.5,"0",0
"1956",625,"Pot Noodle","Bombay Bad Boy","Cup","UK",4,"0",0
"1957",624,"Master Kong","Artificial Pork","Pack","China",3.75,"0",0
"1958",623,"Wei Wei","""A"" Series Vegetarian","Pack","Taiwan",3.25,"0",0
"1959",622,"Daikoku","My Friend Vic Tanuki Udon","Bowl","Japan",4.75,"0",0
"1960",621,"Ottogi","Jin Ramen Big Bowl (Hot)","Bowl","South Korea",3.5,"0",0
"1961",620,"Vifon","Phu Gia Bamboo Shoot Artificial Pork Bean Thread","Pack","Vietnam",1.25,"0",0
"1962",619,"Yamamoto","Ponpoko Tempura Udon","Bowl","Japan",4.75,"0",0
"1963",618,"Pulmuone","Cold Noodles By Dad","Pack","South Korea",2.75,"0",0
"1964",617,"Nissin","Demae Iccho Sesame Oil Chicken Macaroni","Pack","Japan",3.75,"0",0
"1965",616,"Maggi","2 Minute Noodles Thrillin' Curry","Pack","India",2,"0",0
"1966",615,"Yamamori","Tom Yam Prawn","Pack","Japan",4.5,"0",0
"1967",614,"Fuku","Superior Soup Rice Noodle","Pack","Hong Kong",2.5,"0",0
"1968",613,"Saigon Ve Wong","Kung Fu Artificial Pork Flavor","Bowl","Vietnam",3,"0",0
"1969",612,"Maruchan","Yakisoba Spicy Chicken","Tray","USA",1.75,"0",0
"1970",611,"Batchelors","Super Noodles Low Fat Sweet Thai Chilli","Pack","UK",2,"0",0
"1971",610,"Wei Wei","""A"" Series Artificial Chicken","Pack","Taiwan",3.25,"0",0
"1972",609,"Wei Wei","""A"" Series Artificial Hot Beef","Pack","Taiwan",3.75,"0",0
"1973",608,"Koka","Spicy Black Pepper","Pack","Singapore",5,"2012",10
"1974",607,"Pot Noodle","Beef Tomato","Cup","UK",1.5,"0",0
"1975",606,"Six Fortune","U-Dong","Pack","South Korea",4,"0",0
"1976",605,"Little Cook","Artificial Onion","Cup","Thailand",3.5,"0",0
"1977",604,"Batchelors","Super Noodles Low Fat Chicken Herb","Pack","UK",2,"0",0
"1978",603,"Wei Lih","Goog Good Eat Super Ramen Hot Chili","Pack","Taiwan",3.75,"0",0
"1979",602,"Nongshim","Oolongmen Artificial Seafood","Cup","South Korea",3.5,"0",0
"1980",601,"Wei Chuan","Tomato Vegetables","Pack","Taiwan",4,"0",0
"1981",600,"Maruchan","Ramen Noodle Soup Beef","Pack","USA",3.25,"0",0
"1982",599,"Lucky Me!","Pancit Canton Extra Hot Chili","Pack","Philippines",4,"0",0
"1983",598,"Little Cook","Vegetarian","Cup","Thailand",3.25,"0",0
"1984",597,"Batchelors","Super Noodles Sweet & sour","Pack","UK",3.5,"0",0
"1985",596,"Thai Kitchen","Lemongrass Chili Rice Noodle","Pack","USA",1.5,"0",0
"1986",595,"Thai Kitchen","Spring Onion Rice Noodle","Pack","USA",3.75,"0",0
"1987",594,"Haioreum","Asian Style Noodles Seafood","Bowl","South Korea",3.5,"0",0
"1988",593,"Nongshim","Chapagetti Chajang","Pack","South Korea",4,"0",0
"1989",592,"Batchelors","Super Noodles Mild Curry","Pack","UK",3.25,"0",0
"1990",591,"Batchelors","Super Noodles To Go Chinese Space Rib","Bowl","UK",2.5,"0",0
"1991",590,"Mama","Chand Clear Soup","Bowl","Thailand",3.5,"0",0
"1992",589,"Vifon","South Korean Style Kim Chee","Bowl","Vietnam",4.25,"0",0
"1993",588,"Vifon","Tu Quy Pork","Pack","Vietnam",2.75,"0",0
"1994",587,"Sunlight","Steam Vermicelli","Pack","Taiwan",2.1,"0",0
"1995",586,"Vedan","Bah Kut Tea Noodle For Vegetarians","Pack","Taiwan",3.25,"0",0
"1996",585,"Ve Wong","Artificial Onion Flavor Bean Thread","Bowl","Taiwan",1.5,"0",0
"1997",584,"Baijia","Single Noble Black Bone Chicken Sweet Potato Thread","Cup","China",0,"0",0
"1998",583,"Vifon","Phu Gia Cua Crab Bean Thread","Pack","Vietnam",2.25,"0",0
"1999",582,"Koyo","Tofu & Miso","Pack","USA",2.5,"0",0
"2000",581,"Koyo","Mushroom","Pack","USA",2.75,"0",0
"2001",580,"Baijia","Hot & Sour Casserole Stewed Rice Noodle","Pack","China",0,"0",0
"2002",579,"Baijia","Sichuan Pickled Sweet Potato Thread","Pack","China",1.75,"0",0
"2003",578,"Nongshim","Shin Ramyun Black","Pack","South Korea",4.75,"2012",7
"2004",577,"Pot Noodle","Chinese Chow Mein","Cup","UK",3,"0",0
"2005",576,"Menraku","Tempura Soba","Bowl","Japan",3.75,"0",0
"2006",575,"Batchelors","Super Noodles Barbecue Beef","Pack","UK",3.5,"0",0
"2007",574,"Maggi","2 Minute Noodles Tricky Tomato","Pack","India",3.75,"0",0
"2008",573,"Noah Foods","Phoya Chicken","Bowl","Vietnam",2,"0",0
"2009",572,"Maruchan","Yakisoba Tomato Basil","Tray","USA",3,"0",0
"2010",571,"Shirakiku","Japanese Style Tokusen Sio","Pack","Japan",3.25,"0",0
"2011",570,"O Sung","Keopnurungji Rice Snack","Cup","South Korea",2.5,"0",0
"2012",569,"Saigon Ve Wong","Kung Fu Suc Song Artificial Pork","Bowl","Vietnam",3,"0",0
"2013",568,"Paldo","Gomtang","Cup","South Korea",4,"0",0
"2014",567,"Goku Uma","Soy Sauce","Bowl","Japan",3.5,"0",0
"2015",566,"Foodmon","DJ DOC Jjolmyeon","Bowl","South Korea",5,"0",0
"2016",565,"Batchelors","Super Noodles To Go Curry","Bowl","UK",4,"0",0
"2017",564,"Uni-President","One More Cup Kimchi","Cup","Taiwan",3.75,"0",0
"2018",563,"Yum Yum","Duck","Pack","Thailand",3.25,"0",0
"2019",562,"Batchelors","Super Noodles Bacon","Pack","UK",4.25,"0",0
"2020",561,"Sahmyook","Vegetable","Pack","South Korea",3.25,"0",0
"2021",560,"Myojo","Ippeichan Soy Sauce","Bowl","Japan",4,"0",0
"2022",559,"Wai Wai","Quick Tom Yum Shrimp","Cup","Thailand",3,"0",0
"2023",558,"Long Kow","Crystal Noodles Vegetables","Bowl","China",1.5,"0",0
"2024",557,"Batchelors","Super Noodles Souther Fried Chicken","Pack","UK",3.75,"0",0
"2025",556,"Mi Sedaap","Mi Goreng Perisa Asli","Pack","Indonesia",4.75,"0",0
"2026",555,"Batchelors","Super Noodles Chinese Chow Mein","Pack","UK",2.75,"0",0
"2027",554,"Yum Yum","Shrimp Tom Yum Flavor","Pack","Thailand",3.5,"0",0
"2028",553,"Samyang","60 Ingredients","Cup","South Korea",2.75,"0",0
"2029",552,"Super Bihun","Kuah Rasa Baso Sapi Rice Noodles","Pack","Indonesia",3,"0",0
"2030",551,"Batchelors","Super Noodles Chicken","Pack","UK",3.25,"0",0
"2031",550,"Nissin","Taisho Fried Noodle Yakisoba","Pack","Japan",4.25,"0",0
"2032",549,"Mi Sedaap","Supreme Soto","Pack","Indonesia",4,"0",0
"2033",548,"Pot Noodle","Original Curry","Cup","UK",3.75,"0",0
"2034",547,"Lucky Me!","Pancit Canton Sweet Spicy","Pack","Philippines",5,"0",0
"2035",546,"Yum Yum","Vegetable","Pack","Thailand",3.5,"0",0
"2036",545,"Golden Wheat","South Korean Style Spicy Beef","Pack","China",3.5,"0",0
"2037",544,"Unox","Good Noodles Chicken","Pack","Holland",3.5,"0",0
"2038",543,"Menraku","Curry Udon","Bowl","Japan",4.75,"0",0
"2039",542,"Mi Sedaap","Mi SupArtificial Chicken Special","Pack","Indonesia",3,"0",0
"2040",541,"Yum Yum","Chicken","Pack","Thailand",3.5,"0",0
"2041",540,"Nissin","Top Ramen Chicken","Pack","USA",3.25,"0",0
"2042",539,"Nissin","Demae Ramen Chicken","Pack","Japan",3,"0",0
"2043",538,"Lucky Me!","Lomi Seafood Vegetable","Pack","Philippines",0.5,"0",0
"2044",537,"Mama","Pad Kee Mao Drunken","Pack","Thailand",2,"0",0
"2045",536,"Ottogi","Yeul Ramyun","Pack","South Korea",4.25,"0",0
"2046",535,"Wai Wai","Chicken Flavor","Pack","Thailand",0.9,"0",0
"2047",534,"Mama","Pho Ga","Pack","Thailand",3.1,"0",0
"2048",533,"Paldo","Gomtang","Pack","South Korea",4.75,"0",0
"2049",532,"Doll","Spicy Tomkotsu","Pack","Hong Kong",4.25,"0",0
"2050",531,"Yum Yum","Beef","Pack","Thailand",3.25,"0",0
"2051",530,"Mee Jang","Artificial Shrimp Tom yum","Bowl","Thailand",3.5,"0",0
"2052",529,"Sapporo Ichiban","Hot Spicy Chicken","Pack","USA",2,"0",0
"2053",528,"Unox","Good Noodles Vegetable","Pack","Holland",3.75,"0",0
"2054",527,"Little Cook","Wheat Gluten Stewed Duck Flavoured","Bowl","Thailand",2.75,"0",0
"2055",526,"Annie Chun's","Soy Ginger Ramen","Pack","USA",1.5,"0",0
"2056",525,"JML","Artificial Spicy Hot Beef","Pack","China",3.75,"0",0
"2057",524,"Nissin","Cup Noodles Spicy Seafood","Cup","Hong Kong",3.75,"0",0
"2058",523,"Dragonfly","Artificial Hot & Sour Shrimp","Bowl","China",4.5,"0",0
"2059",522,"Samyang","Hot Beef","Pack","South Korea",4.25,"0",0
"2060",521,"Menraku","Soy Sauce","Bowl","Japan",4.25,"0",0
"2061",520,"Nan Hsing","Vegetarian Rice Noodles","Bowl","Taiwan",0.25,"0",0
"2062",519,"Snapdragon","Beijing Vegetable Rice Noodle","Cup","Singapore",2,"0",0
"2063",518,"Dragonfly","Artificial Chicken","Bowl","China",4.5,"0",0
"2064",517,"Thai Kitchen","Thai Ginger Rice Noodle","Pack","USA",4.25,"0",0
"2065",516,"Wang","Champong Spicy Seafood","Bowl","South Korea",3.5,"0",0
"2066",515,"Tradition","Imitation Beef","Cup","USA",2.5,"0",0
"2067",514,"Shirakiku","Sanukiya Fresh Spicy Ramen","Bowl","Japan",3,"0",0
"2068",513,"Dragonfly","Artificial Onion","Bowl","China",4,"0",0
"2069",512,"Paldo","Big Bowl Noodle","Bowl","South Korea",3.75,"0",0
"2070",511,"Menraku","Miso","Bowl","Japan",2.75,"0",0
"2071",510,"Snapdragon","South Korean Kimchi Rice Noodle","Cup","Singapore",3.75,"0",0
"2072",509,"Ve Wong","Kung Fu Shrimp","Bowl","Taiwan",4,"0",0
"2073",508,"Samyang","Beef","Cup","South Korea",3.75,"0",0
"2074",507,"Dragonfly","Artificial Seafood","Bowl","China",3.75,"0",0
"2075",506,"Nongshim","Oolongmen Beef","Cup","South Korea",2.5,"0",0
"2076",505,"JML","Artificial Spicy Beef","Pack","China",3.5,"0",0
"2077",504,"Knorr","Pizza","Pack","Pakistan",3,"0",0
"2078",503,"GreeNoodle","Miso","Pack","Thailand",1,"0",0
"2079",502,"Sunlee","Beef Rice Stick","Bowl","Thailand",2,"0",0
"2080",501,"Nongshim","Neoguri Mild","Pack","South Korea",3.25,"0",0
"2081",500,"Mexi-Ramen","Soupless Ramen Shallot Teriyaki","Pack","USA",2.5,"0",0
"2082",499,"Dragonfly","Artificial Beef","Bowl","China",4.75,"0",0
"2083",498,"Hsin Tung Yang","Tiny Noodle With Oyster Flavor","Pack","Taiwan",0,"0",0
"2084",497,"Nissin","Demae Iccho Seafood & Abalone Macaroni","Pack","Japan",4,"0",0
"2085",496,"Maruchan","Yakisoba Shrimp","Tray","USA",2.75,"0",0
"2086",495,"Ottogi","Jin Ramen (Mild)","Pack","South Korea",3.25,"0",0
"2087",494,"Snapdragon","Tomato Seafood Rice Noodle","Cup","Singapore",3.5,"0",0
"2088",493,"Pulmuone","Fresh Ramen Spicy","Pack","South Korea",3,"0",0
"2089",492,"Noah Foods","Phoya Rice Noodles Beef","Bowl","Vietnam",2.75,"0",0
"2090",491,"JML","Artificial Stew Beef","Pack","China",3.75,"0",0
"2091",490,"Foodmon","DJ DOC Instant rice Ramen Topokki","Bowl","South Korea",5,"0",0
"2092",489,"JML","Stew Pork","Pack","China",3.25,"0",0
"2093",488,"Kailo","Big Bowl Crab ","Bowl","Hong Kong",3.5,"0",0
"2094",487,"Kailo","Big Bowl Artificial Chicken","Bowl","Hong Kong",2.75,"0",0
"2095",486,"Kamfen","Japanese U-Don Lobster Scallop","Pack","China",3,"0",0
"2096",485,"Ottogi","Hot & Spicy Ramen","Cup","South Korea",3,"0",0
"2097",484,"Ottogi","Bekse Curry Myon","Cup","South Korea",4.25,"0",0
"2098",483,"Itomen","Yellow Buckwheat","Bowl","Japan",4.5,"0",0
"2099",482,"Menraku","Shio","Bowl","Japan",4.5,"0",0
"2100",481,"Thai Kitchen","Roasted Garlic Rice Noodle","Bowl","USA",3.75,"0",0
"2101",480,"Thai Kitchen","Mushroom Rice Noodle","Bowl","USA",3.25,"0",0
"2102",479,"Nongshim","Potato Noodle Soup","Pack","South Korea",3.75,"0",0
"2103",478,"Vedan","Mushroom & Artificial Cuttlefish","Pack","Taiwan",1.75,"0",0
"2104",477,"Mr. Udon","Malaysian Beef Udon","Pack","South Korea",3,"0",0
"2105",476,"Annie Chun's","Teriyaki Noodle","Bowl","USA",1.75,"0",0
"2106",475,"Gefen","Vegetable","Pack","USA",3.25,"0",0
"2107",474,"Saigon Ve Wong","Kung Fu Rice Noodle Shrimp Crab ","Bowl","Vietnam",3.75,"0",0
"2108",473,"Myojo","Ramen-Desse Miso Soybean Paste","Bowl","Japan",4.5,"0",0
"2109",472,"Thai Kitchen","Spring Onion Rice Noodle","Bowl","USA",3.75,"0",0
"2110",471,"Koyo","Lemongrass ginger","Pack","USA",1.5,"0",0
"2111",470,"Maruchan","Ramen Noodle Soup Chicken Mushroom","Pack","USA",3.25,"0",0
"2112",469,"Gefen","Chicken","Pack","USA",3.5,"0",0
"2113",468,"Paldo","Snack Noodle slightly Hot","Pack","South Korea",3.75,"0",0
"2114",467,"Vifon","Tu Quy Sour Spicy Shrimp","Pack","Vietnam",1.75,"0",0
"2115",466,"Saigon Ve Wong","Kung Fu Rice Noodle Artificial Beef","Bowl","Vietnam",3.5,"0",0
"2116",465,"Nissin","Souper Meal Picante Shrimp Hot Spicy","Bowl","USA",2.75,"0",0
"2117",464,"Mama","Vegetable","Pack","Thailand",3.25,"0",0
"2118",463,"Ottogi","Ppushu Ppushu Barbecue","Pack","South Korea",3,"0",0
"2119",462,"Nissin","Top Ramen Shrimp","Pack","USA",3.5,"0",0
"2120",461,"Samyang","Sutah Hot Spicy Beef","Pack","South Korea",3.5,"0",0
"2121",460,"Menraku","Tempura Udon","Bowl","Japan",5,"0",0
"2122",459,"Gefen","Imitation Chicken Vegetarian","Pack","USA",3,"0",0
"2123",458,"Ve Wong","Kung Fu Artificial Beef Rice Noodle","Bowl","Taiwan",3.75,"0",0
"2124",457,"Ibumie","Harmee Mee goreng Prawn","Pack","Malaysia",4.5,"0",0
"2125",456,"Ve Wong","Kung Fu Artificial Szechuan Pork","Bowl","Taiwan",3.75,"0",0
"2126",455,"Baijia","Single Noble Pickled Radish & Duck","Cup","China",0.25,"0",0
"2127",454,"Koyo","Asian Vegetable","Pack","USA",1.5,"0",0
"2128",453,"Nongshim","Bowl Noodle Savory Chicken","Bowl","USA",3.25,"0",0
"2129",452,"Myojo","Hyoubanya No Chukasoba Soy Sauce","Pack","Japan",4,"0",0
"2130",451,"Myojo","Ippeichan Soybean Paste","Bowl","Japan",4,"0",0
"2131",450,"Ottogi","Ppushu Ppushu Tteobokki","Pack","South Korea",3.25,"0",0
"2132",449,"Wu Mu","Beef Flavor Ramen","Pack","Taiwan",4.25,"0",0
"2133",448,"Ve Wong","Kung Fu Artificial Sesame Chicken","Bowl","Taiwan",3.75,"0",0
"2134",447,"Ve Wong","Little Prince Bacon","Pack","Vietnam",4.75,"0",0
"2135",446,"Sao Tao","Noodle King Hong Koing Style Wonton","Bowl","Hong Kong",2.25,"0",0
"2136",445,"iNoodle","Taiwan Style Chow Mein","Pack","Taiwan",2.25,"0",0
"2137",444,"Mr. Udon","Chicken","Pack","South Korea",3.25,"0",0
"2138",443,"Lucky Me!","N-Rich Chicken Tinola","Pack","Philippines",4,"0",0
"2139",442,"Nongshim","Kalguksoo","Pack","South Korea",4.5,"0",0
"2140",441,"Ottogi","Spice Seafood","Pack","South Korea",3.75,"0",0
"2141",440,"Maruchan","Instant Lunch Hot spicy Beef","Cup","USA",2.75,"0",0
"2142",439,"Little Cook","Tom Yum Seafood Creamy","Bowl","Thailand",3,"0",0
"2143",438,"Samyang","Beef","Bowl","South Korea",3.75,"0",0
"2144",437,"Nongshim","Big Bowl Spicy Kimchi","Bowl","South Korea",3.25,"0",0
"2145",436,"Unif","Artificial Beef With Sauerkraut","Bowl","Taiwan",3.75,"0",0
"2146",435,"Mi Sedaap","Mie Sambal Goreng","Pack","Indonesia",4.25,"0",0
"2147",434,"Mi Sedaap","Kari Spesial","Pack","Indonesia",4.5,"2012",5
"2148",433,"Lucky Me!","Supreme Bulalo","Bowl","Philippines",3.25,"0",0
"2149",432,"Ve Wong","Instant Bean Thread Seafood","Bowl","Taiwan",2.5,"0",0
"2150",431,"Unif / Tung-I","Chinese Onion Rice Noodle","Pack","Taiwan",2.75,"0",0
"2151",430,"Quickchow","Pancit Canton toyo Mansi","Pack","Philippines",5,"0",0
"2152",429,"Quickchow","Chicken Mami","Pack","Philippines",3.75,"0",0
"2153",428,"Kamfen","E Menm Chicken","","China",3.75,"0",0
"2154",427,"Koka","Mi Hai Cua Crab Flavor","Pack","Singapore",5,"0",0
"2155",426,"Vifon","Tu quy Chicken","Pack","Vietnam",3,"0",0
"2156",425,"Chikara","Shrimp Udon","Pack","USA",4.5,"0",0
"2157",424,"Q","Noodle With Sesame Sauce","Pack","Taiwan",3.25,"0",0
"2158",423,"Noodle Time","Shin Cup","Cup","South Korea",3,"0",0
"2159",422,"Vifon","Mi Lau Thai Thai Stle","Bowl","Vietnam",4,"0",0
"2160",421,"Myojo","Kakesoba Desse Soy Sauce","Bowl","Japan",2.75,"0",0
"2161",420,"Sapporo Ichiban","Beef Flavorc","Cup","USA",3.5,"0",0
"2162",419,"Myojo","Ramen Desse Shio","Bowl","Japan",4.25,"0",0
"2163",418,"iNoodle","Udon Noodle Soup Oriental","Pack","Taiwan",3.75,"0",0
"2164",417,"Vifon","Tu Quy Spicy Beef","Pack","Vietnam",3.5,"0",0
"2165",416,"Sapporo Ichiban","Chicken Flavor","Cup","USA",3.75,"0",0
"2166",415,"Ve Wong","Artificial Classic Beef","Bowl","Taiwan",3.75,"0",0
"2167",414,"Doll","Artificial Beef Flavor","Pack","Hong Kong",2.5,"0",0
"2168",413,"Souper","Alimentary Paste Chow Mein","Pack","Taiwan",4.25,"0",0
"2169",412,"Maruchan","Midori No Tanuki","Bowl","Japan",4.125,"0",0
"2170",411,"Sunlee","Crab Vermicelli","Bowl","Thailand",3.25,"0",0
"2171",410,"Lucky Me!","Instant Bulalo Bone Marrow","Pack","Philippines",3.75,"0",0
"2172",409,"Payless","Instant Mami Chicken","Pack","Philippines",4,"0",0
"2173",408,"Gomex","3 Mien Mi Tom Chua Cay Hot sour Shrimp","Pack","Vietnam",2.25,"0",0
"2174",407,"Ottogi","Snack Ramyon","Cup","South Korea",3.5,"0",0
"2175",406,"Vifon","Asian Style Instant Noodles Beef","Pack","Vietnam",3.75,"0",0
"2176",405,"Ibumie","Harmee Prawn","Pack","Malaysia",3.25,"0",0
"2177",404,"Vina Acecook","Hao Hao Sate Onion","Pack","Vietnam",3.75,"0",0
"2178",403,"Maruchan","Instant Lunch Lime Flavor with Shrimp","Cup","USA",2.25,"0",0
"2179",402,"Sao Tao","Noodle King Scallop Thick","Bowl","Hong Kong",3,"0",0
"2180",401,"Myojo","Suudon Desse Soy Sauce","Bowl","Japan",4.25,"0",0
"2181",400,"Nissin","Cup Noodles Seafood Curry","Cup","Hong Kong",4.25,"0",0
"2182",399,"Paldo","Spicy Seafood","Cup","South Korea",3.75,"0",0
"2183",398,"Paldo","Bowl Noodle Beef With Vegetables","Bowl","South Korea",3.75,"0",0
"2184",397,"Quickchow","Quickie Mami La Paz Batchoy","Cup","Philippines",3,"0",0
"2185",396,"Vina Acecook","Bestcook Hot spicy Tom Yum Shrimp","Bowl","Vietnam",4.25,"0",0
"2186",395,"Ottogi","Jin Ramen (Mild)","Cup","South Korea",3,"0",0
"2187",394,"Paldo","Hwa Cup Hot Spicy","Cup","South Korea",3.5,"0",0
"2188",393,"Kamfen","Dried Mix Noodles XO Sauce","Tray","China",2,"0",0
"2189",392,"Nissin","Yakisoba Noodles Karashi","Tray","Japan",5,"2012",3
"2190",391,"Myojo","Hyoubanya No Chukasoba Oriental","Pack","Japan",4.25,"2012",6
"2191",390,"Menraku","Curry Soba","Bowl","Japan",4,"0",0
